Indicator Name,Geography,Region,Year,Category,Subcategory,Numerator,Denominator,Rate,Lower 95% Confidence Limit,Upper 95% Confidence Limit,
Pregnancy-Related Mortality Ratio,California,,2010-2012,Cause of Death,Cerebrovascular accident,,1515790,,,,
Pregnancy-Related Mortality Ratio,California,,2010-2012,Cause of Death,Anesthesia complications,,1515790,,,,
Pregnancy-Related Mortality Ratio,California,,2010-2012,Cause of Death,Other,21,1515790,1.4,0.9,2.1,
Pregnancy-Related Mortality Ratio,California,,2010-2012,Cause of Death,Undetermined,,1515790,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Total Population,Total population,166,1500203,11.1,9.4,12.7,
Pregnancy-Related Mortality Ratio,California,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,California,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,California,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,California,Los Angeles - Santa Barbara - Ventura,2011-2013,Total Population,Total population,55,439410,12.5,9.4,16.3,
Pregnancy-Related Mortality Ratio,California,Southern Inland,2011-2013,Total Population,Total population,19,183420,10.4,6.2,16.2,
Pregnancy-Related Mortality Ratio,California,Orange - San Diego - Imperial,2011-2013,Total Population,Total population,22,254365,8.6,5.4,13.1,
Pregnancy-Related Mortality Ratio,Alameda,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Alpine,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Amador,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Butte,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Calaveras,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Colusa,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Contra Costa,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Del Norte,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,El Dorado,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Fresno,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Glenn,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Humboldt,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Imperial,Orange - San Diego - Imperial,2011-2013,Total Population,Total population,22,254365,8.6,5.4,13.1,
Pregnancy-Related Mortality Ratio,Inyo,Southern Inland,2011-2013,Total Population,Total population,19,183420,10.4,6.2,16.2,
Pregnancy-Related Mortality Ratio,Kern,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Kings,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Lake,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Lassen,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Los Angeles,Los Angeles - Santa Barbara - Ventura,2011-2013,Total Population,Total population,55,439410,12.5,9.4,16.3,
Pregnancy-Related Mortality Ratio,Madera,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Marin,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Mariposa,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Mendocino,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Merced,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Modoc,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Mono,Southern Inland,2011-2013,Total Population,Total population,19,183420,10.4,6.2,16.2,
Pregnancy-Related Mortality Ratio,Monterey,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Napa,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Nevada,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Orange,Orange - San Diego - Imperial,2011-2013,Total Population,Total population,22,254365,8.6,5.4,13.1,
Pregnancy-Related Mortality Ratio,Placer,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Plumas,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Riverside,Southern Inland,2011-2013,Total Population,Total population,19,183420,10.4,6.2,16.2,
Pregnancy-Related Mortality Ratio,Sacramento,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,San Benito,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,San Bernardino,Southern Inland,2011-2013,Total Population,Total population,19,183420,10.4,6.2,16.2,
Pregnancy-Related Mortality Ratio,San Diego,Orange - San Diego - Imperial,2011-2013,Total Population,Total population,22,254365,8.6,5.4,13.1,
Pregnancy-Related Mortality Ratio,San Francisco,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,San Joaquin,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,San Luis Obispo,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,San Mateo,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Santa Barbara,Los Angeles - Santa Barbara - Ventura,2011-2013,Total Population,Total population,55,439410,12.5,9.4,16.3,
Pregnancy-Related Mortality Ratio,Santa Clara,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Santa Cruz,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Shasta,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Sierra,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Siskiyou,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Solano,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Sonoma,North and Mid-Coastal,2011-2013,Total Population,Total population,27,295969,9.1,6,13.3,
Pregnancy-Related Mortality Ratio,Stanislaus,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Sutter,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Tehama,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Trinity,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Tulare,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Tuolumne,Southern Central Valley,2011-2013,Total Population,Total population,30,166193,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Ventura,Los Angeles - Santa Barbara - Ventura,2011-2013,Total Population,Total population,55,439410,12.5,9.4,16.3,
Pregnancy-Related Mortality Ratio,Yolo,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,Yuba,Northeastern and Northern Central Valley,2011-2013,Total Population,Total population,13,160846,8.1,4.3,13.8,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,Hispanic,55,732491,7.5,5.7,9.8,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,Multi-Race,,32699,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,Black,35,79452,44.1,30.7,61.3,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,AIAN,,5361,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,Asian,22,198571,11.1,6.9,16.8,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,Pacific Islander,,6184,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,White,51,414212,12.3,9.2,16.2,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,Other,,862,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Race-Ethnicity,Unknown,,30371,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Age,<20 years,,104849,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Age,20-24 years,20,300785,6.6,4.1,10.3,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Age,25-29 years,36,398087,9,6.3,12.5,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Age,30-34 years,48,408596,11.7,8.7,15.6,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Age,35-39 years,39,225116,17.3,12.3,23.7,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Age,40+ years,16,62578,25.6,14.6,41.5,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Education,Less than high school,41,292997,14,10,19,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Education,High school graduate,51,369776,13.8,10.3,18.1,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Education,Some college,51,377178,13.5,10.1,17.8,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Education,College graduate,23,401144,5.7,3.6,8.6,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Nativity,Born in U.S.,111,914590,12.1,9.9,14.4,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Nativity,Born outside U.S.,55,584491,9.4,7.1,12.2,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Prepregnancy Body Mass Index,Underweight/Normal weight (<25),46,747037,6.2,4.5,8.2,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Prepregnancy Body Mass Index,Overweight (25.0-29.9),34,368067,9.2,6.4,12.9,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Prepregnancy Body Mass Index,Obese I/II (30-39.9),47,260528,18,13.3,24,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Prepregnancy Body Mass Index,Obese III (40+),19,46486,40.9,24.6,63.8,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Cardiovascular disease,42,1500203,2.8,2,3.8,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Sepsis/Infection,19,1500203,1.3,0.8,2,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Hemorrhage,25,1500203,1.7,1.1,2.5,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Hypertensive disorders,24,1500203,1.6,1,2.4,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Pulmonary embolism,16,1500203,1.1,0.6,1.7,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Amniotic fluid embolism,14,1500203,0.9,0.5,1.6,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Cerebrovascular accident,,1500203,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Anesthesia complications,,1500203,,,,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Other,20,1500203,1.3,0.8,2.1,
Pregnancy-Related Mortality Ratio,California,,2011-2013,Cause of Death,Undetermined,,1500203,,,,
Pregnancy-Related Mortality Ratio,California,,2012-2014,Total Population,Total population,159,1501153,10.6,8.9,12.2,
Pregnancy-Related Mortality Ratio,California,North and Mid-Coastal,2012-2014,Total Population,Total population,26,296775,8.8,5.7,12.8,
Pregnancy-Related Mortality Ratio,California,Northeastern and Northern Central Valley,2012-2014,Total Population,Total population,18,160648,11.2,6.6,17.7,
Pregnancy-Related Mortality Ratio,California,Southern Central Valley,2012-2014,Total Population,Total population,23,164776,14,8.8,20.9,
Pregnancy-Related Mortality Ratio,California,Los Angeles - Santa Barbara - Ventura,2012-2014,Total Population,Total population,53,439089,12.1,9,15.8,
Pregnancy-Related Mortality Ratio,California,Southern Inland,2012-2014,Total Population,Total population,20,183820,10.9,6.6,16.8,
Pregnancy-Related Mortality Ratio,California,Orange - San Diego - Imperial,2012-2014,Total Population,Total population,19,256045,7.4,4.5,11.6,
Pregnancy-Related Mortality Ratio,Alameda,North and Mid-Coastal,2012-2014,Total Population,Total population,26,296775,8.8,5.7,12.8,
Pregnancy-Related Mortality Ratio,Alpine,Northeastern and Northern Central Valley,2012-2014,Total Population,Total population,18,160648,11.2,6.6,17.7,
Pregnancy-Related Mortality Ratio,Amador,Northeastern and Northern Central Valley,2012-2014,Total Population,Total population,18,160648,11.2,6.6,17.7,
Pregnancy-Related Mortality Ratio,Butte,Northeastern and Northern Central Valley,2012-2014,Total Population,Total population,18,160648,11.2,6.6,17.7,
Pregnancy-Related Mortality Ratio,Calaveras,Northeastern and Northern Central Valley,2012-2014,Total Population,Total population,18,160648,11.2,6.6,17.7,
Pregnancy-Related Mortality Ratio,Colusa,Northeastern and Northern Central Valley,2012-2014,Total Population,Total population,18,160648,11.2,6.6,17.7,
Pregnancy-Related Mortality Ratio,Contra Costa,North and Mid-Coastal,2012-2014,Total Population,Total population,26,296775,8.8,5.7,12.8,
Pregnancy-Related Mortality Ratio,Del Norte,North and Mid-Coastal,2012-2014,Total Population,Total population,26,296775,8.8,5.7,12.8,
Pregnancy-Related Mortality Ratio,El Dorado,Northeastern and Northern Central Valley,2012-2014,Total Population,Total population,18,160648,11.2,6.6,17.7,
Pregnancy-Related Mortality Ratio,Fresno,Southern Central Valley,2012-2014,Total Population,Total population,23,164776,14,8.8,20.9,
Pregnancy-Related Mortality Ratio,Glenn,Northeastern and Northern Central Valley,2012-2014,Total Population,Total population,18,160648,11.2,6.6,17.7,
Pregnancy-Related Mortality Ratio,Humboldt,North and Mid-Coastal,2012-2014,Total Population,Total population,26,296775,8.8,5.7,12.8,
Pregnancy-Related Mortality Ratio,Imperial,Orange - San Diego - Imperial,2012-2014,Total Population,Total population,19,256045,7.4,4.5,11.6,
Pregnancy-Related Mortality Ratio,Inyo,Southern Inland,2012-2014,Total Population,Total population,20,183820,10.9,6.6,16.8,
Pregnancy-Related Mortality Ratio,Kern,Southern Central Valley,2012-2014,Total Population,Total population,23,164776,14,8.8,20.9,
Pregnancy-Related Mortality Ratio,Kings,Southern Central Valley,2012-2014,Total Population,Total population,23,164776,14,8.8,20.9,
